"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"YBR028C",60.4008834003032,-0.808368119995726,0.259728762981535,0.000698565905415558,0.00303383093881879
"YBR029C",81.1419110516711,-1.16270304539413,0.263608770261763,1.37741769471202e-06,1.20982158058712e-05
"YBR030W",30.4076546752857,-0.811503143261167,0.363414962293099,0.00852430932418537,0.0250444207944566
"YBR031W",426.784017435922,-0.393695479457774,0.211547106981588,0.0495413510351605,0.10389185534711
"YBR032W",2.0134849251265,-0.485096809175771,0.732140756662404,0.168028241963366,0.275714590834052
"YBR033W",76.69675033352,-0.274553969495313,0.215969327611068,0.178987342935438,0.288396929479437
"YBR034C",62.8263418084766,-0.831677970564764,0.279269641716685,0.00101266703220033,0.00418161031708303
"YBR035C",219.165265941969,0.334219197741634,0.195741698357413,0.0738975058305906,0.143877317515093
"YBR036C",195.220223002376,-0.648232334740621,0.259030067746679,0.00652352064648947,0.019840687017998
"YBR037C",51.884864982269,0.363238410177772,0.255566252567787,0.124034917350924,0.217366291188199
"YBR038W",29.2724152541632,0.849130995930687,0.33432052498937,0.00349166762284262,0.0118870445839068
"YBR039W",890.747973371686,-0.319620553562777,0.157714626224382,0.0368783277066085,0.0817416271610833
"YBR040W",5.15247624753558,-0.141192675956067,0.524343245055798,0.695971367476607,0.789484122643348
"YBR041W",87.8364083833076,-0.664334680603595,0.227702980294112,0.00185600875460326,0.00692878490600302
"YBR042C",35.3336629982192,-0.833280833356127,0.31522857156926,0.00274785518339479,0.0097892514132403
"YBR043C",77.2530253854858,-0.128725065080081,0.259830863546397,0.591202501560955,0.703070859341499
"YBR044C",109.464551471294,-0.113510154934236,0.201467616553596,0.554521986409531,0.67058472775106
"YBR045C",27.2619255221952,0.320143644975879,0.325741578571592,0.262939636306324,0.389766221729556
"YBR046C",129.450229041587,-0.303233798060597,0.196426574369675,0.106046636498333,0.193098864600002
"YBR047W",137.836493068174,-0.515870638133991,0.247326935444052,0.024580073328195,0.0586885456629312
"YBR048W",110.896302034713,-0.565363192249789,0.265480105572787,0.0201902417665152,0.0501004478969776
"YBR049C",165.140339886994,0.903723759127258,0.200121571353138,1.96006088322482e-06,1.67890929297799e-05
"YBR050C",116.320045285592,2.68357608767234,0.319131564702827,9.63786359152431e-20,6.58512633299964e-18
"YBR052C",330.215594012058,1.05994519177855,0.205225059749679,4.70247884785327e-08,5.6622470717184e-07
"YBR053C",167.341452412382,-0.266821135302477,0.207148628919477,0.175277999205022,0.284354920852764
"YBR054W",2831.90649018098,-1.79031774494218,0.153483256731799,3.26419850374582e-33,6.61394152000359e-31
"YBR055C",81.7421771229368,-0.155693120654652,0.236641572363597,0.481901776355507,0.608696224820499
"YBR056W",315.298605581986,0.949195646939723,0.197374195211102,4.16255594936387e-07,4.15972427865002e-06
"YBR056W-A",22.5169000251425,-1.57241591300936,0.440312740460406,1.0450603129755e-05,7.70486122841158e-05
"YBR057C",68.0264585888443,1.09408612151789,0.297752439761794,3.87348827958833e-05,0.000245265270806692
"YBR058C",91.6788347720344,-0.347161751316828,0.225961164539969,0.102372209724186,0.187746287246978
"YBR058C-A",58.3711079612744,0.309778544043654,0.304472862896608,0.254627408768642,0.380613241903979
"YBR059C",288.91252042234,1.31839919468291,0.170493378644038,8.52732080871044e-16,3.47962062999879e-14
"YBR060C",50.2746128195559,-0.081764096135431,0.286712848678037,0.752845229081595,0.835767724557614
"YBR061C",26.7393548402505,-0.700632369975236,0.364251240410685,0.0233497095883573,0.0564620961074845
"YBR062C",44.7853829533243,0.1150089611222,0.292224778413253,0.662584436044478,0.763101949470276
"YBR063C",59.6322121769755,0.0969515884871595,0.270221363264308,0.695334506378039,0.789218767525084
"YBR065C",67.8513474329271,0.0886152460731572,0.254576503845377,0.706855725058273,0.79721386572791
"YBR066C",18.0931118283551,-0.485489065557857,0.445572618889719,0.161805647793155,0.267973502376714
"YBR067C",114.942670274991,-2.24974744497455,0.244843460253135,2.1151202544289e-22,1.80312640672673e-20
